iso3,anio,PIB_crec_weo,cta_corriente_weo,deuda_bruta_weo,infl_ipc_weo,resultado_fiscal_weo,resultado_primario_weo
BEL,2023,1.252,-0.688,103.121,2.294,-4.188,-2.688
BEL,2024,0.996,-0.853,104.468,4.322,-4.42,-2.7
BEL,2025,0.839,-1.077,106.418,3.203,-5.031,-3.144
BEL,2026,0.969,-1.304,109.952,2.123,-5.791,-3.702
BEN,1995,6.045,-5.631,,14.458,-2.615,-0.043
BEN,1996,4.324,-1.269,,4.917,-0.148,2.118
BEN,1997,5.735,-4.966,,3.803,0.64,2.232
BEN,1998,3.961,-3.949,53.571,5.755,2.504,3.492
BEN,1999,4.358,-4.232,39.409,0.348,1.944,2.557
BEN,2000,5.858,-2.295,39.592,4.21,-3.692,-3.13
BEN,2001,5.333,-2.045,37.987,3.981,-3.269,-2.702
BEN,2002,4.643,-3.742,30.768,2.422,-3.33,-2.796
BEN,2003,3.444,-6.206,23.381,1.507,-1.072,-0.676
BEN,2004,4.43,-4.669,21.51,0.883,-0.705,-0.219
BEN,2005,1.713,-3.444,26.978,5.364,-1.523,-1.324
BEN,2006,3.944,-3.088,8.366,3.787,-0.147,
BEN,2007,5.986,-6.546,14.286,1.294,0.222,1.3
BEN,2008,4.897,-5.499,18.307,7.402,-0.041,0.196
BEN,2009,2.319,-6.69,18.748,0.936,-2.241,-1.9
BEN,2010,2.114,-5.567,21.0,2.143,-0.276,0.1
BEN,2011,2.964,-4.833,21.86,2.733,-0.981,-0.686
BEN,2012,4.811,-5.178,19.54,6.744,-0.216,0.191
BEN,2013,7.191,-5.379,18.504,0.428,-1.365,-1.044
BEN,2014,6.358,-6.668,22.282,-0.551,-1.651,-1.371
BEN,2015,1.778,-5.964,30.9,0.219,-5.553,-5.014
BEN,2016,3.34,-2.997,35.923,-0.794,-4.289,-3.384
BEN,2017,5.672,-4.181,39.598,1.769,-4.204,-2.761
BEN,2018,6.697,-4.553,41.08,0.849,-2.976,-1.385
BEN,2019,6.866,-4.0,41.23,-0.916,-0.54,1.057
BEN,2020,3.849,-1.746,46.142,3.033,-4.682,-2.725
BEN,2021,7.155,-4.154,50.288,1.734,-5.709,-3.467
BEN,2022,6.253,-6.001,54.187,1.351,-5.555,-3.909
BEN,2023,6.353,-8.18,54.904,2.731,-4.129,-2.536
BEN,2024,6.506,-6.419,54.033,1.165,-3.098,-1.296
BEN,2025,6.511,-6.099,52.547,2.2,-2.9,-1.3
BEN,2026,6.186,-5.342,51.242,2.0,-2.9,-1.366
BFA,1995,5.716,-3.445,,7.772,-2.646,-1.416
BFA,1996,11.015,-7.25,,6.109,-1.666,-0.894
BFA,1997,6.317,-8.086,,2.929,-2.643,-1.913
BFA,1998,7.308,-6.605,,4.911,-2.598,-1.915
BFA,1999,7.333,-9.957,,-1.08,-3.287,-2.632
BFA,2000,1.888,-10.766,,-0.169,-3.028,-2.24
BFA,2001,6.613,-9.129,,4.727,-3.557,-2.81
BFA,2002,4.353,-8.281,43.287,2.3,-4.433,-3.765
BFA,2003,7.802,-7.766,39.658,2.04,-1.79,-1.179
BFA,2004,4.478,-9.758,40.74,-0.4,-4.194,-3.529
BFA,2005,8.662,-10.324,39.214,6.409,-4.89,-4.329
BFA,2006,6.253,-8.308,20.089,2.336,14.346,14.853
BFA,2007,4.111,-7.353,22.416,-0.233,-5.015,-4.657
BFA,2008,5.8,-10.232,24.868,10.668,-3.627,-3.326
BFA,2009,2.962,-4.037,25.871,0.864,-4.16,-3.781
BFA,2010,8.446,-1.797,22.668,-0.608,-4.058,-3.631
BFA,2011,6.623,-1.328,28.4,2.769,-2.039,-1.542
BFA,2012,6.453,-1.292,25.211,3.817,-2.763,-2.111
BFA,2013,5.793,-10.008,25.901,0.525,-3.548,-3.025
BFA,2014,4.327,-7.165,26.086,-0.258,-1.737,-1.098
BFA,2015,3.921,-7.568,31.252,1.653,-2.09,-1.464
BFA,2016,5.958,-6.08,32.854,0.441,-3.082,-2.223
BFA,2017,6.203,-5.034,33.885,1.483,-6.919,-6.07
BFA,2018,6.605,-4.179,38.114,1.956,-4.434,-3.334
BFA,2019,5.889,-3.255,41.734,-3.233,-3.387,-2.145
BFA,2020,2.011,4.173,43.637,1.885,-5.16,-3.788
BFA,2021,6.943,0.391,55.369,3.908,-7.435,-5.676
BFA,2022,1.497,-7.183,56.369,13.779,-10.375,-8.491
BFA,2023,2.96,-8.638,52.657,0.942,-6.564,-4.303
BFA,2024,4.45,-6.395,52.686,4.193,-5.675,-3.539
BFA,2025,4.335,-2.141,50.163,2.956,-4.311,-2.301
BFA,2026,4.528,-2.033,49.769,2.491,-3.646,-1.453
BGD,1995,4.925,-1.189,,8.857,-0.377,0.254
BGD,1996,4.622,-1.719,,6.838,-2.015,-1.255
BGD,1997,4.49,-1.443,,2.661,-1.941,-1.229
BGD,1998,5.177,-0.948,,6.657,-2.197,-1.34
BGD,1999,4.67,-0.569,,8.904,-1.35,-0.291
BGD,2000,5.293,-0.546,,3.623,-2.496,-1.325
BGD,2001,5.077,-1.628,,1.812,-3.439,-2.256
BGD,2002,3.833,0.241,,2.407,-2.305,-0.995
BGD,2003,4.74,0.245,37.044,3.881,-1.958,-0.602
BGD,2004,5.24,0.228,36.585,8.139,-2.208,-1.02
BGD,2005,6.536,-0.7,35.558,6.486,-2.398,-1.19
BGD,2006,6.672,0.665,35.332,7.163,-2.148,-0.848
BGD,2007,7.059,1.003,34.989,7.205,-1.864,-0.495
BGD,2008,6.014,0.253,33.87,9.937,-3.365,-1.576
BGD,2009,5.045,1.699,33.01,6.655,-2.68,-0.861
BGD,2010,5.572,2.346,29.623,7.316,-2.233,-0.683
BGD,2011,6.464,-1.445,29.393,8.787,-2.965,-1.589
BGD,2012,6.521,-0.28,29.078,8.889,-2.556,-0.993
BGD,2013,6.014,1.329,28.344,6.777,-2.857,-1.219
BGD,2014,6.061,0.679,28.683,7.349,-2.619,-0.879
BGD,2015,6.553,1.23,28.206,6.405,-3.29,-1.584
BGD,2016,7.114,1.607,27.72,5.916,-3.163,-1.568
BGD,2017,6.59,-0.453,28.306,5.44,-4.167,-2.631
BGD,2018,7.319,-2.977,29.553,5.783,-4.068,-2.467
BGD,2019,7.882,-1.278,31.951,5.475,-5.408,-3.714
BGD,2020,3.448,-1.454,34.509,5.648,-4.84,-3.001
BGD,2021,6.939,-1.099,35.614,5.558,-3.555,-1.556
BGD,2022,7.1,-3.954,37.863,6.15,-4.117,-2.159
BGD,2023,5.775,-2.576,39.27,9.016,-4.508,-2.458
BGD,2024,4.223,-1.444,40.126,9.73,-3.786,-1.492
BGD,2025,3.76,-0.934,40.258,9.98,-4.12,-1.999
BGD,2026,6.53,-0.906,40.718,5.18,-4.29,-2.248
BGR,1995,-1.601,-1.084,,62.1,,
BGR,1996,5.205,3.591,,123.0,,
BGR,1997,-14.115,13.536,,1061.206,,
BGR,1998,3.789,1.144,67.322,18.679,1.084,4.694
BGR,1999,-8.396,-2.918,78.671,2.572,0.151,3.737
BGR,2000,4.587,-3.114,73.341,10.318,-0.605,3.247
BGR,2001,3.824,-3.625,67.06,7.358,-0.58,2.988
BGR,2002,5.872,-0.625,53.404,5.813,-0.614,1.165
BGR,2003,5.237,-3.381,45.428,2.348,0.003,1.697
BGR,2004,6.51,-4.277,37.764,6.149,1.593,3.0
BGR,2005,7.056,-9.428,28.472,6.038,2.187,3.385
BGR,2006,6.803,-15.28,22.608,7.416,3.221,4.129
BGR,2007,6.654,-23.892,17.588,7.572,3.086,3.668
BGR,2008,6.13,-22.076,14.702,11.951,2.732,2.654
BGR,2009,-3.347,-8.315,14.54,2.469,-0.856,-0.583
BGR,2010,1.555,-1.724,14.064,3.039,-3.769,-3.522
BGR,2011,2.09,0.329,14.335,3.386,-1.834,-1.521
BGR,2012,0.749,-0.847,16.545,2.391,-0.434,-0.147
BGR,2013,-0.543,1.274,17.165,0.385,-1.752,-1.31
BGR,2014,0.949,2.115,26.266,-1.601,-3.652,-3.432
BGR,2015,3.398,0.017,25.359,-1.067,-2.775,-2.402
BGR,2016,3.027,3.028,27.007,-1.323,1.54,1.827
BGR,2017,2.746,3.157,22.919,1.188,0.823,1.159
BGR,2018,2.549,0.655,20.1,2.631,0.123,0.336
BGR,2019,3.789,1.662,18.382,2.457,-0.961,-0.817
BGR,2020,-3.216,0.443,22.715,1.219,-2.917,-2.796
BGR,2021,7.781,-1.077,22.362,2.842,-2.801,-2.745
BGR,2022,4.039,-2.593,21.457,13.019,-0.8,-0.811
BGR,2023,1.887,0.885,21.872,8.599,-3.034,-2.956
BGR,2024,2.811,0.217,23.358,2.597,-3.026,-2.776
BGR,2025,2.458,-1.453,28.04,3.728,-3.029,-2.559
BGR,2026,2.653,-0.964,29.536,2.254,-2.955,-2.249
BHR,1995,1.923,3.357,13.62,3.139,-3.988,-3.218
BHR,1996,3.25,3.54,13.117,-0.185,0.242,0.962
BHR,1997,2.348,-0.407,14.756,4.602,-6.387,-5.637
BHR,1998,4.849,-10.675,19.995,-0.418,-5.491,-4.612
BHR,1999,5.972,-0.283,24.668,-1.259,-4.849,-3.827
BHR,2000,7.018,8.955,24.695,-0.73,7.327,8.659
BHR,2001,2.491,2.36,25.013,-1.175,0.695,2.131
BHR,2002,3.349,-0.556,27.222,-0.496,-3.272,-2.316
BHR,2003,6.296,1.702,31.129,1.679,-1.703,-0.567
BHR,2004,6.981,3.461,28.198,2.248,0.237,1.127
BHR,2005,6.769,8.868,23.207,2.618,2.796,3.785
BHR,2006,6.467,11.346,19.426,2.041,2.242,3.258
BHR,2007,8.294,12.835,15.679,3.252,1.521,2.295
BHR,2008,6.242,8.42,12.051,3.533,4.083,4.615
BHR,2009,2.541,2.342,20.492,2.785,-5.359,-4.802
BHR,2010,4.337,2.877,28.787,1.962,-9.286,-8.39
BHR,2011,1.928,8.437,31.554,-0.336,-4.901,-3.884
BHR,2012,3.803,8.065,34.833,2.756,-5.766,-4.517
BHR,2013,5.293,7.125,42.27,3.302,-8.545,-7.044
BHR,2014,4.309,4.38,42.63,2.646,-3.319,-1.589
BHR,2015,2.508,-2.313,63.18,1.849,-17.462,-15.27
BHR,2016,3.815,-4.406,77.366,2.789,-16.579,-13.759
BHR,2017,4.954,-3.897,84.029,1.386,-13.377,-9.973
BHR,2018,2.053,-6.153,90.384,2.091,-11.276,-7.14
BHR,2019,2.053,-1.963,97.129,1.007,-8.567,-4.351
BHR,2020,-5.911,-9.054,125.7,-2.325,-17.305,-12.389
BHR,2021,4.35,6.372,122.3,-0.611,-10.57,-6.024
BHR,2022,6.18,14.72,111.648,3.635,-5.148,-0.933
BHR,2023,3.878,5.844,123.02,0.075,-8.455,-3.613
BHR,2024,2.776,4.861,134.007,0.92,-10.695,-5.612
BHR,2025,2.753,3.317,141.423,1.0,-10.361,-5.117
BHR,2026,2.994,1.69,146.984,1.5,-11.139,-5.573
BHS,1995,4.379,2.314,21.022,2.023,0.18,1.619
BHS,1996,4.224,0.297,20.749,1.262,-0.154,1.316
BHS,1997,4.946,-5.358,21.497,0.561,-1.604,-0.073
BHS,1998,4.716,-10.086,20.793,1.207,-0.428,1.018
BHS,1999,7.144,1.358,19.759,1.119,1.778,3.141
BHS,2000,4.149,-1.515,19.176,1.732,0.093,1.298
BHS,2001,2.626,-3.835,18.48,2.362,0.302,1.425
BHS,2002,2.705,0.084,19.435,1.498,-1.668,-0.478
BHS,2003,-1.265,-0.173,20.841,3.657,-1.629,-0.496
BHS,2004,0.883,1.606,21.62,1.16,-1.947,-0.676
BHS,2005,3.395,-3.098,22.954,1.819,-1.155,0.129
BHS,2006,2.517,-10.141,23.154,1.958,-0.439,0.727
BHS,2007,1.447,-8.987,23.49,2.407,-0.773,0.451
BHS,2008,-2.324,-8.282,25.344,4.434,-0.824,0.529
BHS,2009,-4.175,-8.095,30.089,1.666,-2.388,-0.884
BHS,2010,1.539,-7.884,33.883,1.621,-2.57,-0.792
BHS,2011,0.613,-10.935,35.262,3.064,-2.868,-0.778
BHS,2012,3.087,-14.289,37.589,1.912,-3.253,-1.463
BHS,2013,-2.863,-14.585,44.415,0.445,-5.117,-3.176
BHS,2014,1.847,-19.98,48.294,1.183,-4.563,-2.562
BHS,2015,0.997,-12.666,50.67,1.878,-3.385,-1.253
BHS,2016,-0.962,-12.539,51.057,-0.33,-2.61,-0.295
BHS,2017,2.8,-13.508,55.027,1.5,-6.092,-3.877
BHS,2018,2.63,-9.506,62.328,2.268,-3.327,-0.81
BHS,2019,-1.357,-2.159,60.732,2.491,-1.692,0.843
BHS,2020,-21.423,-22.891,74.674,0.039,-7.381,-4.341
BHS,2021,15.403,-21.409,99.683,2.905,-13.087,-8.945
BHS,2022,10.782,-9.383,88.643,5.605,-5.786,-1.336
BHS,2023,2.639,-7.456,81.679,3.059,-3.813,0.284
BHS,2024,2.0,-7.373,78.832,0.413,-1.282,2.927
BHS,2025,1.8,-7.821,79.39,0.896,-1.555,2.8
BHS,2026,1.7,-7.394,77.791,1.261,-0.354,4.072
BIH,1997,22.853,,,5.732,,
BIH,1998,13.814,-6.535,54.397,-0.279,-0.978,-0.155
BIH,1999,10.75,-8.694,56.039,2.841,-2.782,-1.863
BIH,2000,4.442,-7.107,34.599,4.973,-4.625,-3.504
BIH,2001,7.539,-12.806,35.128,3.212,-3.443,-2.43
BIH,2002,5.027,-17.696,31.118,0.313,-2.988,-1.953
BIH,2003,3.867,-19.191,27.563,0.547,-0.442,0.269
BIH,2004,6.325,-16.141,25.487,0.282,-0.184,0.401
BIH,2005,3.897,-16.434,24.861,3.582,0.74,1.303
BIH,2006,5.414,-7.758,20.577,6.125,2.082,2.745
BIH,2007,5.859,-9.19,18.169,1.501,0.169,0.772
BIH,2008,5.442,-13.83,30.321,7.427,-3.823,-3.336
BIH,2009,-3.004,-6.423,36.368,-0.381,-5.342,-4.829
BIH,2010,0.866,-6.0,42.205,2.124,-4.058,-3.466
BIH,2011,0.96,-9.479,40.941,3.989,-2.728,-2.1
BIH,2012,-0.822,-8.626,43.557,2.053,-2.682,-1.945
BIH,2013,2.35,-5.326,43.755,-0.093,-1.28,-0.55
BIH,2014,1.154,-7.351,47.14,-0.897,-2.866,-2.1
BIH,2015,4.284,-5.035,46.376,-1.023,-0.194,0.605
BIH,2016,3.242,-4.699,44.874,-1.584,0.342,1.188
BIH,2017,3.244,-4.779,38.616,0.81,1.789,2.605
BIH,2018,3.829,-3.231,34.894,1.417,1.632,2.368
BIH,2019,2.886,-2.597,33.168,0.559,1.368,2.119
BIH,2020,-3.015,-2.84,37.098,-1.052,-4.502,-3.773
BIH,2021,7.392,-1.77,35.618,1.998,-0.177,0.479
BIH,2022,4.227,-4.394,31.013,14.012,0.149,0.766
BIH,2023,1.994,-2.319,31.588,6.098,-1.671,-0.821
BIH,2024,2.5,-3.634,32.752,1.693,-1.639,-0.683
BIH,2025,2.8,-3.808,33.794,2.226,-2.192,-1.122
BIH,2026,3.0,-3.81,35.701,2.007,-2.353,-1.1
BLR,1995,-11.084,-4.351,,709.297,,
BLR,1996,2.776,-3.56,,52.688,,
BLR,1997,11.434,-6.098,,63.82,,
BLR,1998,8.442,-6.681,,73.018,,
BLR,1999,3.354,-1.597,,293.733,,
BLR,2000,5.76,-4.257,,168.601,,
BLR,2001,4.735,-4.139,,61.133,-4.738,-4.036
BLR,2002,5.058,-2.158,,42.568,-7.807,-7.277
BLR,2003,7.053,-2.476,,28.398,-6.739,-6.247
BLR,2004,11.45,-4.981,9.223,18.094,-7.063,-6.593
BLR,2005,9.461,1.468,8.115,10.336,-6.706,-6.365
BLR,2006,10.001,-3.631,12.274,6.992,-7.705,-7.347
BLR,2007,8.621,-6.435,15.813,8.429,-7.821,-7.434
BLR,2008,10.211,-7.896,20.295,14.828,-10.906,-10.353
BLR,2009,0.171,-12.059,32.547,12.95,-7.232,-6.48
BLR,2010,7.845,-14.471,36.805,7.743,-4.187,-3.535
BLR,2011,5.226,-8.233,58.223,53.228,-2.806,-1.733
BLR,2012,1.603,-2.836,36.946,59.218,0.36,1.735
BLR,2013,0.929,-10.023,36.859,18.303,-0.982,0.004
BLR,2014,2.548,-6.64,38.791,18.107,0.092,1.127
BLR,2015,-3.83,-3.251,53.007,13.523,-2.964,-1.29
BLR,2016,-2.526,-3.379,53.482,11.829,-1.659,0.31
BLR,2017,2.532,-1.74,53.16,6.032,-0.337,1.636
BLR,2018,3.149,0.038,47.515,4.867,1.805,3.771
BLR,2019,1.446,-1.934,40.999,5.6,0.91,2.647
BLR,2020,-0.673,-0.291,47.493,5.536,-2.87,-1.213
BLR,2021,2.273,3.163,41.182,9.453,-0.223,1.283
BLR,2022,-4.504,3.413,40.792,15.239,-2.043,-0.61
BLR,2023,4.127,-1.806,40.72,5.017,0.706,2.295
BLR,2024,4.0,-2.798,44.378,5.75,0.746,2.38
BLR,2025,2.758,-2.788,42.922,5.463,0.244,1.859
BLR,2026,1.984,-2.893,43.141,5.769,-0.228,1.325
BLZ,1995,0.733,-2.106,,2.89,,
BLZ,1996,1.106,-0.781,,6.425,-1.761,-0.398
BLZ,1997,4.235,-3.656,,1.026,-1.807,-0.409
BLZ,1998,3.89,-4.458,,-0.847,-2.688,-1.365
BLZ,1999,9.425,-6.193,,-1.207,-6.509,-4.999
BLZ,2000,12.24,-14.187,,0.614,-6.678,-4.923
BLZ,2001,4.994,-16.232,49.511,1.149,-7.23,-4.943
BLZ,2002,5.397,-13.283,53.156,2.195,-5.403,-2.836
BLZ,2003,9.667,-14.08,67.163,2.621,-8.407,-5.028
BLZ,2004,4.781,-11.059,70.635,3.067,-4.52,-0.108
BLZ,2005,2.22,-10.253,72.7,3.651,-3.701,1.5
BLZ,2006,4.511,-1.595,71.337,4.24,-2.269,3.08
BLZ,2007,3.353,-3.051,66.407,2.318,-0.187,3.069
BLZ,2008,-1.682,-8.331,64.65,6.394,1.253,4.198
BLZ,2009,-0.389,-4.906,69.71,-1.104,-2.463,0.566
BLZ,2010,1.114,-2.62,68.547,0.918,-1.907,1.053
BLZ,2011,-0.245,-1.092,66.383,1.656,-1.058,1.741
BLZ,2012,3.738,-1.734,63.387,1.247,-0.225,1.319
BLZ,2013,4.454,-3.571,62.855,0.51,-1.21,0.858
BLZ,2014,4.031,-6.354,61.543,1.201,-1.724,0.338
BLZ,2015,2.876,-7.968,65.079,-0.862,-5.143,-3.019
BLZ,2016,0.055,-7.296,70.438,0.661,-4.472,-2.14
BLZ,2017,-1.813,-6.973,78.106,1.15,-3.481,-0.999
BLZ,2018,1.111,-6.576,78.77,0.27,-1.362,1.25
BLZ,2019,4.268,-7.731,78.386,0.186,-2.894,-0.273
BLZ,2020,-13.903,-6.262,103.261,0.122,-8.585,-6.819
BLZ,2021,17.746,-6.522,82.483,3.239,-3.302,-1.856
BLZ,2022,9.653,-8.275,66.823,6.274,-0.48,1.25
BLZ,2023,1.149,-0.646,67.177,4.399,-1.989,0.263
BLZ,2024,8.19,-1.513,60.955,3.28,-2.364,-0.005
BLZ,2025,3.218,-1.567,59.499,2.079,-1.646,0.587
BLZ,2026,2.5,-1.48,58.753,1.467,-1.544,0.761
BOL,1995,4.678,-5.002,,10.192,-1.817,1.112
BOL,1996,4.361,-4.504,,12.43,-1.9,0.863
BOL,1997,4.954,-6.984,,4.709,-3.281,-1.007
BOL,1998,5.029,-7.856,,7.674,-5.1,-2.997
BOL,1999,0.427,-5.907,,2.161,-3.837,-1.843
BOL,2000,2.508,-5.325,74.318,4.601,-3.728,-1.452
BOL,2001,1.684,-3.359,82.977,1.596,-6.82,-4.218
BOL,2002,2.486,-4.42,86.687,0.923,-8.788,-6.192
BOL,2003,2.711,1.042,95.645,3.338,-7.875,-5.059
BOL,2004,4.173,3.694,89.81,2.489,-5.543,-2.616
BOL,2005,4.421,6.502,82.158,5.4,-2.245,0.756
BOL,2006,4.797,11.436,54.375,4.3,4.47,6.997
BOL,2007,4.564,12.04,40.032,8.682,-1.54,0.999
BOL,2008,6.148,11.867,36.785,14.009,3.528,5.505
BOL,2009,3.357,4.658,39.209,3.345,2.63,4.275
BOL,2010,4.127,4.416,37.637,2.502,1.624,3.017
BOL,2011,5.204,2.226,35.327,9.884,0.831,2.059
BOL,2012,5.122,7.221,35.394,4.517,1.715,2.738
BOL,2013,6.796,3.413,36.097,5.737,0.595,1.552
BOL,2014,5.461,1.716,37.603,5.765,-3.41,-2.451
BOL,2015,4.857,-5.825,40.905,4.061,-6.935,-5.934
BOL,2016,4.264,-5.579,46.49,3.625,-7.243,-6.253
BOL,2017,4.195,-5.024,51.26,2.822,-7.855,-6.743
BOL,2018,4.224,-4.251,53.076,2.272,-8.172,-6.979
BOL,2019,2.217,-3.316,58.626,1.839,-7.249,-5.875
BOL,2020,-8.738,-0.043,77.971,0.942,-12.722,-11.228
BOL,2021,6.111,3.884,81.409,0.736,-9.329,-7.979
BOL,2022,3.606,2.118,80.1,1.747,-7.122,-5.499
BOL,2023,3.082,-2.529,90.777,2.577,-10.945,-8.671
BOL,2024,1.3,-4.305,95.042,5.1,-10.303,-7.284
BOL,2025,1.14,-2.542,92.405,15.08,-10.748,-9.51
BOL,2026,0.9,-3.03,92.497,15.842,-13.441,-9.227
BRA,1995,4.417,-2.427,,66.008,,
BRA,1996,2.209,-2.801,,15.757,,
BRA,1997,3.395,-3.636,,6.926,,
BRA,1998,0.338,-4.049,,3.196,,
BRA,1999,0.468,-4.467,,4.859,,
BRA,2000,4.388,-4.048,62.198,7.044,,
BRA,2001,1.39,-4.445,67.331,6.84,-3.468,3.13
BRA,2002,3.053,-1.845,76.095,8.45,-4.149,3.356
BRA,2003,1.141,0.393,71.514,14.714,-5.401,3.553
BRA,2004,5.76,1.339,68.025,6.598,-2.955,4.051
BRA,2005,3.202,1.31,66.969,6.87,-3.364,3.865
BRA,2006,3.962,0.973,64.599,4.184,-4.868,1.507
BRA,2007,6.07,-0.197,63.025,3.641,-2.66,2.88
BRA,2008,5.094,-2.099,61.42,5.678,-2.393,3.213
BRA,2009,-0.126,-1.757,64.702,4.888,-4.23,0.912
BRA,2010,7.528,-3.926,62.433,5.039,-3.554,1.58
BRA,2011,3.974,-3.197,60.634,6.636,-2.741,2.737
BRA,2012,1.921,-3.761,61.614,5.404,-2.351,2.221
BRA,2013,3.005,-3.576,59.595,6.204,-3.422,1.52
BRA,2014,0.504,-4.499,61.617,6.329,-6.275,-0.9
BRA,2015,-3.546,-3.523,71.73,9.03,-9.281,-0.853
BRA,2016,-3.276,-1.699,77.422,8.74,-7.991,-2.008
BRA,2017,1.323,-1.224,82.745,3.446,-7.97,-1.625
BRA,2018,1.784,-2.808,84.777,3.665,-6.99,-0.867
BRA,2019,1.221,-3.47,87.118,3.733,-4.859,-0.083
BRA,2020,-3.277,-1.688,96.007,3.212,-11.637,-7.536
BRA,2021,4.763,-2.419,88.934,8.302,-2.631,1.979
BRA,2022,3.017,-2.16,83.939,9.28,-3.965,1.307
BRA,2023,3.242,-1.275,84.001,4.594,-7.712,-2.149
BRA,2024,3.396,-2.818,87.284,4.367,-6.626,-0.335
BRA,2025,2.01,-2.288,92.041,5.307,-8.516,-0.593
BRA,2026,1.984,-2.247,96.008,4.315,-7.667,-0.355
BRB,1995,2.023,2.479,54.921,2.838,6.116,7.321
BRB,1996,3.966,3.52,55.285,2.386,3.7,4.777
BRB,1997,4.74,-1.329,54.904,7.711,5.444,6.228
BRB,1998,3.74,-2.807,49.909,-1.269,5.952,6.737
BRB,1999,0.326,-4.241,49.71,1.56,5.351,6.293
BRB,2000,4.453,-3.376,56.631,2.436,4.944,6.107
BRB,2001,-2.367,-3.448,62.339,2.801,4.048,5.295
BRB,2002,0.791,-4.809,65.523,0.183,-5.238,-1.278
BRB,2003,2.171,-3.423,65.279,1.558,-3.023,0.865
BRB,2004,1.407,-9.628,64.508,1.43,-2.885,0.52
BRB,2005,3.965,-9.529,66.272,6.057,-2.943,0.504
BRB,2006,5.669,-9.394,67.738,7.321,-3.308,0.096
BRB,2007,2.251,-4.29,68.63,4.031,-4.309,-1.079
BRB,2008,0.703,-8.528,73.788,8.108,-4.168,-0.44
BRB,2009,-4.831,-5.313,88.198,3.645,-6.537,-2.249
BRB,2010,-2.237,-4.059,95.278,5.824,-7.49,-2.593
BRB,2011,-0.657,-10.381,99.025,9.432,-3.638,1.352
BRB,2012,-0.433,-7.47,108.807,4.533,-7.039,-1.631
BRB,2013,-1.076,-7.33,118.402,1.818,-8.97,-3.276
BRB,2014,0.156,-8.067,122.44,1.766,-6.592,-0.479
BRB,2015,-0.846,-5.456,131.623,-1.113,-8.149,-1.802
BRB,2016,1.792,-3.86,135.269,1.511,-4.84,2.023
BRB,2017,0.128,-3.418,142.847,4.424,-3.868,3.008
BRB,2018,-1.174,-3.578,114.212,3.015,-0.342,3.052
BRB,2019,0.653,-1.6,107.646,1.69,3.032,5.153
BRB,2020,-15.054,-4.902,138.17,0.647,-4.473,-0.906
BRB,2021,-0.255,-10.263,121.594,1.426,-4.345,-0.813
BRB,2022,17.833,-9.89,113.683,4.474,-1.903,2.364
BRB,2023,4.094,-8.595,111.482,3.187,-1.685,3.486
BRB,2024,4.0,-4.472,102.922,1.416,-1.308,3.838
BRB,2025,3.0,-6.239,97.733,2.011,-0.264,4.35
BRB,2026,2.3,-6.044,92.54,2.415,0.158,4.35
BRN,1995,4.479,14.255,0.0,5.967,-17.482,-17.482
BRN,1996,2.878,16.595,0.0,1.996,-7.687,-7.687
BRN,1997,-1.471,15.204,0.0,1.712,-10.415,-10.415
BRN,1998,-0.559,12.402,0.0,-0.441,-21.194,-21.194
BRN,1999,3.052,23.609,0.0,-0.416,-16.123,-16.123
BRN,2000,2.849,45.089,0.0,1.558,6.86,6.86
BRN,2001,2.744,31.441,0.0,0.596,2.585,2.585
BRN,2002,3.872,27.116,0.0,-2.315,-4.613,-4.613
BRN,2003,2.904,34.188,0.0,0.3,8.061,8.061
BRN,2004,0.504,33.042,0.0,0.814,8.565,8.565
BRN,2005,0.388,38.183,0.0,1.244,16.009,16.009
BRN,2006,4.398,41.145,0.594,0.16,19.78,19.78
BRN,2007,0.154,35.579,0.685,0.968,3.119,3.119
BRN,2008,-1.939,43.508,0.942,2.085,36.14,36.14
BRN,2009,-1.765,33.445,1.11,1.036,3.61,3.61
BRN,2010,2.599,36.596,1.113,0.357,7.612,7.612
BRN,2011,3.744,34.711,2.129,0.138,25.632,25.632
BRN,2012,0.913,29.838,2.101,0.112,15.786,15.786
BRN,2013,-2.125,20.881,2.209,0.389,13.025,13.025
BRN,2014,-2.508,30.709,3.231,-0.207,3.576,3.576
BRN,2015,-0.405,16.679,2.953,-0.488,-14.523,-14.523
BRN,2016,-2.465,12.894,3.005,-0.279,-21.68,-21.68
BRN,2017,1.329,16.362,2.825,-1.261,-10.397,-10.397
BRN,2018,0.052,6.928,2.586,1.025,-3.587,-3.587
BRN,2019,3.869,6.636,2.575,-0.391,-3.689,-3.689
BRN,2020,1.134,4.279,2.857,1.94,-15.774,-15.774
BRN,2021,-1.591,11.21,2.514,1.733,-8.164,-8.164
BRN,2022,-1.628,19.567,2.057,3.687,2.531,2.531
BRN,2023,1.412,12.879,2.334,0.4,-10.862,-10.862
BRN,2024,3.908,16.561,2.29,-0.389,-10.176,-10.176
BRN,2025,2.522,15.436,2.207,1.0,-10.287,-10.287
BRN,2026,2.648,14.758,2.129,1.0,-11.074,-11.074
BTN,1995,6.019,14.731,38.748,7.084,-0.885,1.062
BTN,1996,5.971,14.014,36.846,8.779,2.554,4.729
BTN,1997,5.544,5.04,32.977,8.551,-1.916,1.714
BTN,1998,6.009,9.732,36.401,7.591,1.277,4.182
BTN,1999,7.087,2.159,39.229,9.058,-1.281,3.349
BTN,2000,6.934,-8.735,44.029,7.183,-3.391,-0.813
