iso3,anio,PIB_crec_weo,cta_corriente_weo,deuda_bruta_weo,infl_ipc_weo,resultado_fiscal_weo,resultado_primario_weo
LVA,2016,2.552,1.78,41.734,0.099,-0.515,0.745
LVA,2017,3.399,1.472,40.33,2.894,-0.853,0.289
LVA,2018,4.31,-0.394,38.304,2.554,-0.765,0.214
LVA,2019,0.675,-0.172,37.911,2.747,-0.394,0.496
LVA,2020,-3.469,3.039,44.037,0.081,-3.848,-2.948
LVA,2021,6.943,-4.067,45.874,3.239,-5.714,-4.919
LVA,2022,1.807,-5.468,44.429,17.245,-3.944,-3.4
LVA,2023,2.854,-3.901,44.647,9.058,-3.378,-2.796
LVA,2024,-0.442,-2.107,47.363,1.349,-1.823,-0.898
LVA,2025,2.002,-2.519,48.322,2.36,-3.633,-2.548
LVA,2026,2.482,-2.445,48.31,2.417,-2.99,-1.652
MAC,2001,,,0.0,,3.263,3.263
MAC,2002,8.91,31.529,0.0,-2.638,2.662,2.662
MAC,2003,11.641,30.617,0.0,-1.56,4.799,4.799
MAC,2004,26.631,32.955,0.0,0.978,7.798,7.798
MAC,2005,8.075,23.653,0.0,4.397,8.315,8.315
MAC,2006,13.391,14.893,0.0,5.153,9.741,9.741
MAC,2007,14.476,21.685,0.0,5.568,16.377,16.377
MAC,2008,3.392,15.562,0.0,8.609,17.479,17.479
MAC,2009,1.274,27.547,0.0,1.172,13.365,13.365
MAC,2010,25.123,38.92,0.0,2.81,19.405,19.405
MAC,2011,21.616,40.383,0.0,5.805,24.671,24.671
MAC,2012,9.242,38.834,0.0,6.103,23.981,23.981
MAC,2013,10.753,39.335,0.0,5.507,26.986,26.986
MAC,2014,-2.048,32.706,0.0,6.045,24.16,24.16
MAC,2015,-21.515,23.342,0.0,4.56,13.817,13.817
MAC,2016,-0.679,26.524,0.0,2.369,11.415,11.415
MAC,2017,9.86,30.765,0.0,1.227,13.274,13.274
MAC,2018,6.406,32.878,0.0,3.006,13.326,13.326
MAC,2019,-2.563,33.542,0.0,2.752,14.44,14.44
MAC,2020,-54.336,14.805,0.0,0.811,-21.41,-21.41
MAC,2021,23.535,8.734,0.0,0.028,-12.891,-12.891
MAC,2022,-19.609,13.904,0.0,1.044,-36.92,-36.92
MAC,2023,75.062,31.395,0.0,0.939,-9.127,
MAC,2024,8.808,31.72,0.0,0.738,2.127,
MAC,2025,3.594,30.01,0.0,0.864,4.077,
MAC,2026,3.522,28.889,0.0,1.34,5.648,
MAR,1995,-6.328,-4.418,72.22,6.287,-2.539,2.113
MAR,1996,13.46,-1.4,65.335,2.817,0.868,5.113
MAR,1997,-2.012,-1.893,67.956,1.096,1.499,5.754
MAR,1998,7.979,-2.044,64.52,2.71,1.47,5.577
MAR,1999,0.529,-2.235,63.363,0.792,3.206,7.187
MAR,2000,1.593,-3.411,64.86,1.832,-1.973,2.216
MAR,2001,7.552,1.865,60.435,0.643,-3.79,0.095
MAR,2002,3.316,3.231,59.372,2.81,-4.369,-1.013
MAR,2003,6.317,2.825,56.929,1.118,-3.745,-0.586
MAR,2004,4.802,1.495,54.431,1.474,-3.313,-0.295
MAR,2005,2.978,1.577,54.767,1.09,-5.455,-2.572
MAR,2006,7.76,1.901,50.642,3.234,-1.8,1.027
MAR,2007,2.706,-0.059,47.066,1.972,-0.116,2.617
MAR,2008,5.923,-4.632,41.991,3.754,0.626,2.969
MAR,2009,4.244,-4.923,42.622,-0.219,-1.629,0.524
MAR,2010,3.816,-4.042,45.276,0.989,-3.932,-1.866
MAR,2011,5.246,-7.279,48.555,0.979,-6.075,-4.02
MAR,2012,3.01,-8.789,52.282,1.293,-6.632,-4.372
MAR,2013,4.535,-6.806,57.076,1.809,-4.702,-2.317
MAR,2014,2.669,-5.514,58.564,0.522,-4.78,-2.22
MAR,2015,4.345,-1.961,58.394,1.559,-4.593,-1.983
MAR,2016,0.521,-3.75,60.084,1.535,-4.486,-1.968
MAR,2017,5.058,-3.163,60.261,0.806,-3.303,-0.876
MAR,2018,3.066,-4.883,60.458,1.6,-3.521,-1.177
MAR,2019,2.891,-3.421,60.27,0.197,-3.88,-1.426
MAR,2020,-7.178,-1.166,72.245,0.688,-7.147,-4.649
MAR,2021,8.155,-2.344,69.351,1.366,-5.924,-3.801
MAR,2022,1.527,-3.557,71.532,6.641,-5.378,-3.236
MAR,2023,3.403,-0.618,69.475,6.137,-4.456,-2.322
MAR,2024,3.186,-1.45,70.028,0.935,-4.055,-1.861
MAR,2025,3.905,-1.951,68.938,2.152,-3.892,-1.297
MAR,2026,3.746,-2.245,67.698,2.252,-3.402,-0.94
MDA,1995,-1.428,-5.87,79.48,30.216,-2.583,1.511
MDA,1996,-5.9,-11.324,87.492,23.506,-7.423,-4.309
MDA,1997,1.6,-14.257,89.049,11.773,-7.471,-3.243
MDA,1998,-6.5,-19.728,159.41,7.696,-1.522,3.096
MDA,1999,-3.4,-5.793,150.739,39.262,-2.639,4.397
MDA,2000,2.1,-7.47,89.099,31.206,-3.546,2.699
MDA,2001,6.1,-1.808,85.38,9.641,-0.345,3.84
MDA,2002,7.8,-1.191,80.342,5.219,-1.179,0.977
MDA,2003,6.6,-6.57,68.059,11.667,0.47,2.57
MDA,2004,7.4,-1.776,49.335,12.426,0.593,2.503
MDA,2005,7.5,-7.556,40.421,11.851,1.441,2.69
MDA,2006,4.8,-11.337,34.984,12.707,-0.419,0.597
MDA,2007,3.0,-15.248,28.275,12.382,0.148,1.336
MDA,2008,7.8,-16.112,22.195,12.704,-0.871,0.294
MDA,2009,-6.0,-8.923,32.612,0.006,-6.383,-4.988
MDA,2010,7.1,-6.901,25.475,7.358,-2.178,-1.532
MDA,2011,5.818,-10.121,24.201,7.65,-2.05,-1.368
MDA,2012,-0.59,-7.391,31.333,4.558,-1.931,-1.272
MDA,2013,9.044,-5.163,29.974,4.569,-1.565,-1.124
MDA,2014,5.0,-6.044,35.363,5.058,-1.603,-1.13
MDA,2015,-0.7,-5.951,42.096,9.628,-1.93,-1.181
MDA,2016,4.6,-3.614,39.678,6.358,-1.564,-0.425
MDA,2017,4.2,-5.837,34.86,6.506,-0.65,0.463
MDA,2018,4.1,-10.77,31.8,3.59,-0.853,-0.046
MDA,2019,3.6,-9.421,28.792,4.846,-1.466,-0.67
MDA,2020,-8.3,-7.69,36.633,3.771,-5.317,-4.462
MDA,2021,13.9,-12.408,33.639,5.099,-2.617,-1.815
MDA,2022,-4.6,-15.852,35.038,28.722,-3.24,-2.243
MDA,2023,1.2,-11.31,34.943,13.447,-5.13,-3.339
MDA,2024,0.5,-16.093,38.132,4.683,-3.893,-2.517
MDA,2025,0.6,-14.48,36.285,7.96,-5.112,-3.681
MDA,2026,2.55,-13.75,35.341,5.871,-5.575,-4.144
MDG,1995,1.679,-7.191,95.837,49.036,-5.088,-0.886
MDG,1996,2.154,-3.095,98.716,19.761,-3.971,-0.18
MDG,1997,3.693,-4.734,89.74,4.492,-1.997,0.532
MDG,1998,3.917,-6.573,108.46,6.21,-5.308,-2.996
MDG,1999,4.699,-5.248,104.115,7.189,-2.421,-0.587
MDG,2000,4.457,-5.627,90.212,11.57,-2.353,-0.398
MDG,2001,5.98,-2.575,82.144,7.917,-3.614,-1.962
MDG,2002,-12.408,-8.914,86.693,16.499,-4.092,-2.288
MDG,2003,9.785,-5.146,85.862,-1.704,-3.322,-1.42
MDG,2004,5.257,-7.878,81.896,13.956,-4.232,-1.702
MDG,2005,4.756,-12.531,74.366,18.364,-2.475,-0.203
MDG,2006,5.399,-9.155,32.226,10.766,-5.711,-3.632
MDG,2007,5.711,-9.886,28.21,10.288,-2.308,-1.334
MDG,2008,6.713,-15.636,31.01,9.297,-1.723,-1.028
MDG,2009,-3.979,-18.172,34.857,8.954,-2.261,-1.578
MDG,2010,0.619,-8.949,32.341,9.247,-0.76,-0.051
MDG,2011,1.578,-6.728,29.947,9.483,-2.043,-1.315
MDG,2012,3.011,-7.463,30.435,5.714,-2.237,-1.627
MDG,2013,2.3,-6.505,36.243,5.826,-3.403,-2.824
MDG,2014,3.339,-0.269,37.848,6.08,-1.961,-1.49
MDG,2015,3.132,-1.626,44.062,7.404,-2.85,-2.157
MDG,2016,3.993,0.482,40.281,6.056,-1.107,-0.368
MDG,2017,3.933,-0.422,40.13,8.59,-2.103,-1.408
MDG,2018,3.194,0.716,42.896,8.598,-1.338,-0.569
MDG,2019,4.411,-2.289,41.253,5.623,-1.421,-0.723
MDG,2020,-7.138,-5.375,52.084,4.188,-3.957,-3.225
MDG,2021,4.651,-4.928,49.538,5.819,-2.827,-2.184
MDG,2022,4.156,-5.361,49.972,8.157,-5.46,-4.909
MDG,2023,4.203,-4.055,52.697,9.861,-4.195,-3.49
MDG,2024,4.2,-5.352,50.408,7.64,-2.792,-2.166
MDG,2025,3.94,-6.529,51.274,8.43,-3.879,-2.918
MDG,2026,4.206,-6.569,52.517,7.22,-4.041,-2.999
MDV,1995,7.377,-3.902,,5.488,-5.662,-5.907
MDV,1996,9.084,-1.412,,6.244,-2.013,-1.787
MDV,1997,10.405,-5.32,38.112,7.579,-1.461,-2.05
MDV,1998,9.789,-3.153,39.261,-1.41,-2.251,-2.431
MDV,1999,7.232,-10.435,38.948,2.956,-3.028,-2.947
MDV,2000,4.737,-6.421,39.017,-1.178,-3.893,-3.668
MDV,2001,1.45,-7.653,41.845,0.673,-3.966,-3.585
MDV,2002,6.098,-4.297,44.279,0.927,-3.967,-3.552
MDV,2003,14.153,-2.975,37.606,-2.803,-3.445,-3.184
MDV,2004,6.031,-9.971,34.674,6.339,-2.257,-1.828
MDV,2005,-11.223,-23.467,43.196,2.46,-7.807,-7.342
MDV,2006,23.606,-19.171,36.78,3.5,-4.524,-3.92
MDV,2007,7.123,-14.212,35.824,6.795,-3.158,-2.835
MDV,2008,8.98,-26.863,38.958,12.041,-9.925,-9.398
MDV,2009,-8.158,-9.647,48.387,4.53,-17.933,-16.205
MDV,2010,6.835,-7.322,52.748,6.15,-13.58,-11.754
MDV,2011,8.573,-14.819,51.863,11.273,-8.13,-6.516
MDV,2012,2.364,-6.645,57.123,10.891,-6.905,-4.57
MDV,2013,6.963,-4.303,55.949,3.997,-3.487,-1.698
MDV,2014,7.801,-3.656,55.065,2.448,-2.418,-0.756
MDV,2015,3.972,-7.451,54.844,1.371,-6.516,-4.446
MDV,2016,6.572,-23.474,61.88,0.801,-9.928,-8.236
MDV,2017,7.055,-20.695,63.752,2.272,-3.021,-1.69
MDV,2018,8.668,-27.837,70.653,1.367,-5.169,-3.543
MDV,2019,7.298,-26.07,77.203,1.326,-6.543,-4.975
MDV,2020,-32.909,-35.072,155.665,-1.594,-23.696,-21.114
MDV,2021,37.508,-8.651,123.372,0.213,-14.179,-11.582
MDV,2022,13.826,-16.273,111.623,2.601,-11.158,-7.545
MDV,2023,4.726,-21.288,122.953,2.605,-13.228,-9.357
MDV,2024,5.134,-17.927,133.951,1.445,-13.968,-9.791
MDV,2025,4.469,-14.414,140.795,2.008,-15.158,-11.357
MDV,2026,4.339,-10.646,144.11,4.036,-14.493,-10.599
MEX,1995,-5.91,-0.415,,35.061,-2.278,1.59
MEX,1996,6.218,-0.58,42.537,34.35,-3.655,0.173
MEX,1997,7.199,-1.464,39.12,20.597,-3.476,-0.04
MEX,1998,6.185,-2.869,39.708,15.917,-4.491,-1.951
MEX,1999,2.755,-2.218,41.667,16.566,-4.489,-1.512
MEX,2000,5.029,-2.527,38.455,9.486,-2.685,0.327
MEX,2001,-0.451,-2.197,37.315,6.366,-2.573,1.128
MEX,2002,-0.237,-1.529,39.866,5.037,-2.181,0.807
MEX,2003,1.186,-0.527,42.133,4.55,-2.244,0.612
MEX,2004,3.565,-0.465,38.906,4.694,-1.346,1.366
MEX,2005,2.113,-0.624,36.841,3.99,-1.434,1.269
MEX,2006,4.805,-0.317,35.777,3.633,-1.226,1.363
MEX,2007,2.078,-0.845,35.529,3.969,-1.458,1.022
MEX,2008,0.943,-1.407,40.605,5.13,-0.681,1.97
MEX,2009,-6.295,-0.751,41.667,5.296,-3.935,-0.991
MEX,2010,4.971,-0.34,40.155,4.155,-3.804,-1.163
MEX,2011,3.444,-0.858,41.167,3.404,-3.204,-0.685
MEX,2012,3.553,-1.41,40.815,4.111,-3.566,-0.878
MEX,2013,0.852,-2.394,44.066,3.804,-3.559,-0.912
MEX,2014,2.504,-1.821,47.093,4.019,-4.371,-1.684
MEX,2015,2.702,-2.599,50.973,2.719,-3.859,-1.166
MEX,2016,1.772,-2.273,55.003,2.82,-2.681,0.341
MEX,2017,1.872,-1.797,52.521,6.042,-1.034,2.546
MEX,2018,1.972,-2.064,52.202,4.898,-2.139,1.536
MEX,2019,-0.393,-0.297,51.869,3.635,-2.266,2.139
MEX,2020,-8.354,2.397,58.456,3.398,-4.29,0.095
MEX,2021,6.048,-0.347,56.695,5.693,-3.747,0.587
MEX,2022,3.711,-1.207,53.82,7.897,-4.324,0.726
MEX,2023,3.295,-0.313,52.771,5.526,-4.299,1.498
MEX,2024,1.454,-0.323,58.425,4.723,-5.721,0.199
MEX,2025,-0.26,-0.492,60.664,3.538,-4.024,1.561
MEX,2026,1.37,-1.13,61.145,3.174,-3.27,1.918
MHL,1997,,-12.271,8.73,,7.908,14.067
MHL,1998,-0.641,-11.173,18.148,,13.534,18.377
MHL,1999,-1.312,-12.167,26.054,,9.007,12.834
MHL,2000,2.653,-13.268,27.294,,7.836,9.59
MHL,2001,7.144,-4.811,32.711,,7.832,9.06
MHL,2002,3.535,5.939,37.165,,5.12,5.549
MHL,2003,-1.612,-0.722,43.713,,10.543,11.209
MHL,2004,-0.684,3.543,46.795,2.014,-1.598,-0.97
MHL,2005,1.789,6.255,45.753,3.489,-22.283,-21.608
MHL,2006,0.185,-2.907,44.355,5.26,0.235,0.876
MHL,2007,3.68,2.28,42.227,2.627,0.266,0.864
MHL,2008,-7.578,1.006,44.06,14.669,3.684,4.584
MHL,2009,3.653,-11.829,41.197,0.48,1.512,2.105
MHL,2010,5.559,-18.107,38.83,1.77,3.513,4.067
MHL,2011,-0.502,-0.621,35.918,5.352,2.133,2.959
MHL,2012,-1.279,-4.085,37.556,4.34,-0.762,0.03
MHL,2013,3.788,-8.997,33.353,1.851,-0.231,0.399
MHL,2014,-1.285,-0.484,34.943,1.098,3.195,3.598
MHL,2015,1.89,11.415,33.875,-2.237,2.812,3.212
MHL,2016,2.523,9.919,29.214,-1.507,3.876,4.254
MHL,2017,3.563,-0.907,26.532,0.05,4.376,4.676
MHL,2018,5.484,-2.03,24.687,0.802,2.553,2.843
MHL,2019,10.469,-31.172,25.127,-0.11,-1.804,-1.545
MHL,2020,-2.777,14.907,21.669,-0.658,2.539,2.813
MHL,2021,1.197,22.695,20.056,2.247,0.181,0.402
MHL,2022,-1.096,10.047,19.808,2.775,0.681,0.895
MHL,2023,-3.926,16.819,18.669,7.441,0.688,0.837
MHL,2024,2.75,16.861,16.679,5.363,0.589,0.823
MHL,2025,2.527,14.938,15.256,3.264,0.51,0.724
MHL,2026,4.07,11.218,14.187,2.918,0.072,0.266
MKD,1995,-1.1,-5.83,,16.374,,
MKD,1996,1.2,-7.14,,2.467,,
MKD,1997,1.351,-7.57,,1.294,-0.352,1.662
MKD,1998,3.381,-8.253,,0.544,-1.594,0.174
MKD,1999,4.348,-2.522,29.834,-1.279,0.027,1.438
MKD,2000,4.539,-1.791,45.561,6.608,2.375,4.048
MKD,2001,-3.067,-6.694,45.214,5.199,-5.882,-4.155
MKD,2002,1.493,-8.927,40.464,1.07,-5.242,-3.858
MKD,2003,2.223,-3.881,36.461,0.856,-0.072,0.947
MKD,2004,4.674,-7.914,34.58,-0.449,0.374,1.234
MKD,2005,4.724,-2.436,36.669,0.524,0.213,1.06
MKD,2006,5.137,-0.428,30.586,3.215,-0.508,0.429
MKD,2007,6.473,-6.925,23.532,2.251,0.577,1.359
MKD,2008,5.472,-12.792,20.642,8.332,-0.928,-0.296
MKD,2009,-0.359,-6.776,23.729,-0.739,-2.628,-2.038
MKD,2010,3.359,-2.029,24.273,1.508,-2.411,-1.685
MKD,2011,2.34,-2.509,27.728,3.905,-2.474,-1.726
MKD,2012,-0.456,-3.164,33.662,3.317,-3.807,-2.904
MKD,2013,2.925,-1.646,34.04,2.785,-3.836,-2.918
MKD,2014,3.629,-0.356,38.036,-0.282,-4.195,-3.23
MKD,2015,3.856,-1.752,37.998,-0.3,-3.475,-2.32
MKD,2016,2.848,-2.615,39.721,-0.239,-2.702,-1.557
MKD,2017,1.082,-0.78,39.383,1.352,-2.734,-1.373
MKD,2018,2.881,0.208,40.425,1.458,-1.755,-0.59
MKD,2019,3.91,-2.972,40.448,0.766,-1.968,-0.797
MKD,2020,-4.688,-2.93,50.846,1.2,-8.048,-6.848
MKD,2021,4.511,-2.78,52.75,3.231,-5.317,-4.071
MKD,2022,2.758,-6.051,50.449,14.205,-5.23,-4.11
MKD,2023,2.073,0.381,50.827,9.362,-4.614,-3.175
MKD,2024,2.756,-2.306,54.834,3.5,-4.447,-2.554
MKD,2025,3.2,-2.16,52.915,3.4,-5.036,-3.011
MKD,2026,3.2,-2.139,54.448,2.2,-4.498,-2.511
MLI,1995,2.997,-3.054,,11.643,,
MLI,1996,7.281,-7.119,,6.452,,
MLI,1997,4.797,-5.607,,-0.673,,
MLI,1998,2.926,-5.43,,4.068,,
MLI,1999,6.245,-6.306,,-1.163,,
MLI,2000,-0.061,-8.672,90.522,-0.777,-2.643,-1.882
MLI,2001,15.376,-8.861,77.498,5.184,-2.798,-2.224
MLI,2002,3.106,-2.046,42.643,5.03,-3.094,-2.416
MLI,2003,9.119,-5.894,44.15,-1.299,-1.187,-0.5
MLI,2004,1.56,-6.871,42.434,-3.123,-2.36,-1.761
MLI,2005,6.535,-7.115,46.626,6.39,-2.764,-2.21
MLI,2006,4.662,-3.258,18.066,1.552,27.783,28.213
MLI,2007,3.494,-5.563,18.535,1.414,-2.784,-2.429
MLI,2008,4.773,-13.542,20.098,9.177,-1.97,-1.65
MLI,2009,4.679,-10.9,21.855,2.376,-3.707,-3.381
MLI,2010,5.413,-10.719,25.289,1.196,-2.568,-2.167
MLI,2011,3.24,-5.057,23.965,2.956,-3.417,-2.839
MLI,2012,-0.836,-2.193,25.39,5.301,-0.956,-0.439
MLI,2013,2.295,-2.887,26.382,-0.58,-2.372,-1.877
MLI,2014,7.085,-4.708,26.907,0.892,-2.886,-2.298
MLI,2015,6.172,-5.323,30.661,1.433,-1.822,-1.229
MLI,2016,5.852,-7.242,37.221,-1.802,-3.945,-3.27
MLI,2017,5.305,-7.285,38.226,2.388,-2.862,-2.028
MLI,2018,4.746,-4.899,37.524,1.912,-4.742,-3.856
MLI,2019,4.756,-7.457,40.725,-3.03,-1.684,-0.656
MLI,2020,-1.235,-2.174,47.334,0.481,-5.42,-4.19
MLI,2021,3.053,-7.605,51.561,3.808,-4.913,-3.542
MLI,2022,3.475,-7.654,50.342,9.734,-4.75,-3.278
MLI,2023,4.657,-7.602,51.881,2.059,-3.573,-2.012
MLI,2024,4.4,-6.112,51.83,3.221,-2.554,-0.844
MLI,2025,4.9,-5.062,51.731,3.0,-3.127,-1.653
MLI,2026,5.1,-1.603,50.469,2.0,-3.0,-1.184
MLT,1995,,-4.889,45.303,3.973,,
MLT,1996,,-5.294,51.462,1.964,,
MLT,1997,,-2.758,60.795,3.924,,
MLT,1998,,-2.685,66.362,3.686,,
MLT,1999,,-1.518,69.768,2.294,,
MLT,2000,,-5.182,64.417,3.037,-5.828,-1.507
MLT,2001,-0.756,-1.562,70.046,2.514,-6.503,-2.531
MLT,2002,2.74,0.999,65.051,2.614,-5.618,-1.544
MLT,2003,3.694,-1.231,68.626,1.931,-9.042,-5.478
MLT,2004,0.407,-5.434,70.39,2.726,-4.279,-0.559
MLT,2005,2.882,-8.176,70.151,2.522,-2.828,0.973
MLT,2006,2.335,-9.363,64.545,2.576,-2.461,1.266
MLT,2007,5.038,-3.856,62.037,0.697,-2.053,1.438
MLT,2008,4.409,-1.034,61.526,4.684,-4.055,-0.755
MLT,2009,-1.395,-6.423,66.045,1.84,-3.114,0.086
MLT,2010,6.197,-4.479,65.033,2.041,-2.221,0.762
MLT,2011,0.992,-0.195,68.938,2.513,-2.986,0.131
MLT,2012,4.101,1.631,65.611,3.227,-3.305,-0.373
MLT,2013,6.292,2.505,64.945,0.979,-2.186,0.571
MLT,2014,7.632,8.315,60.745,0.771,-1.485,1.141
MLT,2015,9.62,2.639,55.048,1.176,-0.838,1.426
MLT,2016,4.078,-0.551,53.149,0.9,1.095,3.128
MLT,2017,12.971,18.929,45.558,1.261,3.404,5.083
MLT,2018,7.189,13.341,41.443,1.741,1.858,3.277
MLT,2019,4.086,17.897,39.249,1.523,0.722,1.98
MLT,2020,-3.359,16.01,48.596,0.787,-8.719,-7.531
MLT,2021,13.301,9.377,49.602,0.706,-6.958,-5.952
MLT,2022,4.269,-0.755,49.315,6.13,-5.223,-4.327
MLT,2023,6.797,6.403,47.661,5.564,-4.577,-3.526
MLT,2024,5.968,6.083,48.584,2.441,-3.79,-2.527
MLT,2025,3.9,6.191,49.34,2.084,-3.348,-2.024
MLT,2026,3.9,6.054,49.986,1.907,-3.196,-1.825
MMR,1998,,-21.497,225.728,47.286,-4.894,-3.474
MMR,1999,8.432,-13.772,163.059,26.795,-4.462,-3.054
MMR,2000,12.418,-8.264,177.953,4.254,-6.026,-4.53
MMR,2001,12.468,-6.858,283.454,-19.791,-6.338,-4.864
MMR,2002,9.928,-1.59,206.257,21.916,-4.008,-2.754
MMR,2003,13.196,1.192,157.991,47.469,-4.239,-3.151
MMR,2004,15.318,2.27,136.959,8.005,-4.617,-3.524
MMR,2005,13.567,5.245,128.709,6.886,-3.486,-2.367
MMR,2006,13.307,7.323,111.546,16.551,-3.422,-2.381
MMR,2007,12.5,2.749,83.703,34.437,-3.518,-2.494
MMR,2008,7.558,-3.166,64.712,20.911,-2.726,-1.593
MMR,2009,4.385,-3.08,61.042,3.692,-3.551,-2.217
MMR,2010,5.247,4.766,58.845,5.924,-5.398,-3.99
MMR,2011,5.471,-1.904,54.028,6.829,-4.821,-3.411
MMR,2012,6.486,-1.835,51.911,0.36,-2.697,-1.295
MMR,2013,7.899,-1.197,48.52,6.382,-1.532,-0.227
MMR,2014,8.2,-4.186,37.308,5.739,-1.065,0.175
MMR,2015,5.862,-5.603,38.402,10.043,-4.326,-3.222
MMR,2016,6.759,-4.684,35.701,6.767,-2.525,-1.256
MMR,2017,6.136,-6.055,41.878,4.035,-3.424,-1.987
MMR,2018,6.277,-1.303,38.749,7.279,-2.767,-1.272
MMR,2019,6.562,-2.238,38.295,9.074,-4.695,-3.187
MMR,2020,-9.032,-0.452,48.719,2.248,-6.565,-4.788
MMR,2021,-11.995,-2.4,59.243,9.601,-2.526,-0.058
MMR,2022,4.017,-3.351,55.648,28.006,-2.783,-0.491
MMR,2023,0.997,-2.2,57.936,25.488,-5.223,-2.821
MMR,2024,-1.122,-1.189,61.295,26.5,-5.32,-2.741
MMR,2025,1.904,-2.4,62.6,30.0,-5.71,-2.955
MMR,2026,2.052,-4.1,62.458,20.0,-5.425,-2.485
MNE,2000,,,,29.864,,
MNE,2001,1.1,-13.628,,23.729,,
MNE,2002,1.9,-11.505,76.708,19.701,-1.439,-0.463
MNE,2003,2.5,-6.865,40.897,7.502,-4.05,-3.062
MNE,2004,4.4,-7.176,45.372,3.099,-2.45,-0.901
MNE,2005,4.2,-16.626,38.568,3.446,-1.414,-0.276
MNE,2006,8.6,-31.654,36.692,2.116,4.331,5.431
MNE,2007,6.8,-40.07,31.758,3.365,8.431,9.47
MNE,2008,7.2,-49.471,34.185,9.0,-2.296,-1.529
MNE,2009,-5.8,-27.732,43.689,3.551,-6.712,-5.86
MNE,2010,2.7,-20.31,45.007,0.383,-4.869,-3.864
MNE,2011,3.2,-14.777,48.572,3.452,-6.734,-5.276
MNE,2012,-2.724,-15.28,56.87,4.146,-5.843,-3.966
MNE,2013,3.549,-11.391,58.654,2.204,-4.491,-2.371
MNE,2014,1.784,-12.41,63.36,-0.71,-0.698,1.568
MNE,2015,3.39,-10.991,68.76,1.549,-5.961,-3.601
MNE,2016,2.949,-16.235,66.39,-0.272,-6.178,-4.018
MNE,2017,4.716,-16.085,66.207,2.381,-6.812,-4.427
MNE,2018,5.078,-17.001,71.885,2.609,-6.213,-4.049
MNE,2019,4.063,-14.276,78.793,0.363,-1.718,0.493
MNE,2020,-15.307,-26.052,107.348,-0.258,-10.898,-8.183
MNE,2021,13.043,-9.201,85.627,2.415,-1.708,0.645
MNE,2022,6.407,-12.931,70.552,13.039,-4.082,-2.493
MNE,2023,6.338,-11.363,60.468,8.585,0.857,2.69
MNE,2024,3.04,-17.433,62.642,3.335,-2.797,-0.744
MNE,2025,3.2,-15.232,60.325,3.332,-3.378,-1.295
MNE,2026,3.2,-13.951,62.905,2.855,-3.301,-1.152
MNG,1995,6.376,1.779,,0.218,-4.968,-4.692
MNG,1996,2.235,-2.737,,46.831,-6.883,-6.355
MNG,1997,3.897,6.275,,30.032,-8.093,-5.824
MNG,1998,3.34,-6.711,,9.59,-12.337,-11.163
MNG,1999,3.07,-5.707,,7.487,-9.908,-8.307
MNG,2000,1.146,-6.145,,11.363,-5.821,-4.335
MNG,2001,4.639,-4.866,,6.255,-4.327,-3.141
MNG,2002,5.267,-7.53,,1.067,-4.736,-3.473
MNG,2003,7.357,-6.184,,5.06,-3.382,-2.418
MNG,2004,9.425,3.163,,8.247,-1.618,-0.635
MNG,2005,6.507,3.468,,12.708,2.435,3.115
MNG,2006,8.163,10.901,40.937,4.345,7.585,8.034
MNG,2007,8.757,4.056,36.113,9.643,2.639,3.013
MNG,2008,7.819,-12.284,30.992,27.974,-4.521,-4.217
MNG,2009,-2.069,-7.456,48.536,7.594,-5.199,-4.749
MNG,2010,7.313,-12.324,30.975,8.231,0.425,0.859
MNG,2011,17.291,-43.345,32.653,8.792,-4.014,-3.731
MNG,2012,12.32,-43.825,43.692,13.886,-6.244,-5.489
MNG,2013,11.649,-37.608,49.423,10.568,-0.927,0.483
MNG,2014,7.885,-15.821,43.963,12.949,-3.725,-1.474
MNG,2015,2.41,-8.162,50.547,6.783,-5.043,-1.85
MNG,2016,1.49,-6.273,78.678,0.771,-15.295,-11.174
MNG,2017,5.637,-10.064,86.898,4.278,-3.716,0.411
MNG,2018,7.745,-16.709,76.539,6.808,2.854,6.067
MNG,2019,5.602,-15.216,66.837,7.32,1.003,3.278
MNG,2020,-4.558,-5.067,83.392,3.735,-9.24,-6.733
MNG,2021,1.637,-13.793,67.728,7.359,-3.045,-1.121
MNG,2022,5.033,-13.434,64.489,15.153,0.672,2.153
MNG,2023,7.422,0.597,45.873,10.348,2.733,4.299
MNG,2024,4.864,-9.285,44.363,6.799,1.406,2.757
MNG,2025,6.043,-11.053,42.573,9.519,0.955,2.559
MNG,2026,5.899,-10.158,43.318,9.1,-1.13,0.552
MOZ,1995,2.123,-15.162,,47.668,-2.457,-1.212
MOZ,1996,10.696,-13.923,,48.491,-2.073,-1.034
MOZ,1997,11.815,-8.977,,7.36,-1.809,-0.867
MOZ,1998,10.369,-13.937,,1.487,-1.075,-0.373
MOZ,1999,11.817,-13.596,94.676,2.874,-0.314,0.09
MOZ,2000,0.766,-11.75,95.818,12.713,-1.26,-1.139
MOZ,2001,12.852,-11.493,99.766,9.061,-4.434,-4.026
MOZ,2002,9.668,-14.606,63.351,16.769,-3.364,-2.46
MOZ,2003,7.218,-12.403,63.157,13.455,-2.636,-1.794
MOZ,2004,8.205,-6.038,50.767,12.634,-3.168,-2.431
MOZ,2005,6.312,-8.576,60.084,6.428,-2.059,-1.448
MOZ,2006,9.911,-7.944,40.029,13.245,-3.034,-2.462
